Provider_Number,STATUS,FYB,FYE,Hospital_Name,Street_Address,City,PO_Box,State,Zip_Code,County,MSA,RPT_REC_NUM,FY,IME_PART_A,IME_PART_C,IME_Capital_PPS,Total_IME_Payments,DSH_Part_A,DSH_Part_C,Total_DSH_Payments,DGME_Part_A_and_C,DGME_Part_B,Total_DGME_Payments,Hospital_Beds,Labor_Delivery_Beds,Total_Hosp_Beds,Total_Hosp_Medicare_Days,Total_Hosp_Medicaid_Days,Total_Hosp_Days,Total_Hosp_Bed_Days_Available,Interns_and_Residents,Total_Hosp_Employees_on_Payroll,Total_Hosp_Nonpaid_Workers,Total_Hosp_CHIP_Discharges,Total_Hosp_Medicare_Discharges,Total_Hosp_Medicaid_Discharges,Total_Hosp_Discharges,Medicaid_HMO_Discharges,Medicaid_HMO_IPF_Subp_Discharges,Medicaid_HMO_IRF_Subp_Discharges,Medicaid_IPF_Subp_Discharges,Medicaid_IRF_Subp_Discharges,Total_IPF_Subp_Discharges,Total_IRF_Subp_Discharges
131327,AS_SUBMITTED,01/01/2023,12/31/2023,GRITMAN MEDICAL CENTER,700 S MAIN ST,MOSCOW,,ID,83843-,LATAH,0,777185,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1226,314,3680,9125,0,483.15,0,0,349,110,947,0,0,0,0,0,0,0
131328,AS_SUBMITTED,01/01/2023,12/31/2023,BONNER GENERAL HOSPITAL,520 N. THIRD AVENUE,SANDPOINT,1448,ID,83864-,BONNER,0,774844,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1232,345,3728,9125,0,361.98,0,0,319,147,1035,4,0,0,0,0,0,0
132001,SETTLED,10/01/2022,09/30/2023,NORTHERN IDAHO ADVANCED CARE HOSPITA,600 NORTH CECIL,POST FALLS,,ID,83854,KOOTENAI,0,799798,2023,0,0,0,0,0,0,0,0,0,0,40,0,40,4268,1232,8295,14600,0,105.58,0,0,174,49,343,0,0,0,0,0,0,0
132002,AS_SUBMITTED,09/01/2023,08/31/2024,VIBRA HOSPITAL OF BOISE,6551 W FRANKLIN STREET,BOISE,,ID,83709,ADA,1080,796625,2023,0,0,0,0,0,0,0,0,0,0,40,0,40,2122,3266,9014,14640,0,157.62,0,0,85,150,370,1,0,0,0,0,0,0
133027,AS_SUBMITTED,06/01/2023,05/31/2024,REHABILITATION HOSPITAL OF THE NORTH,3372 E JENALAN AVE,POST FALLS,,ID,83854,KOOTENAI,0,787707,2023,0,0,0,0,0,0,0,0,0,0,30,0,30,5216,477,9994,10980,0,100.59,0,0,374,37,718,38,0,0,0,0,0,0
133028,AMENDED,10/01/2022,09/30/2023,SAINT ALPHONSUS REGIONAL REHABILITAT,711 NORTH CURTIS ROAD,BOISE,,ID,83706,ADA,1080,796824,2023,0,0,0,0,0,0,0,0,0,0,40,0,40,5574,1990,12350,14600,0,110.87,0,0,455,174,1031,28,0,0,0,0,0,0
134002,AS_SUBMITTED,10/01/2022,09/30/2023,INTERMOUNTAIN,303 N ALLUMBAUGH STREET,BOISE,,ID,83704,ADA,1080,763108,2023,0,0,0,0,0,0,0,0,0,0,150,0,150,3774,16488,34272,54750,0,222.2,0,0,250,1797,4272,371,0,0,0,0,0,0
134009,SETTLED,07/01/2023,06/30/2024,LIFEWAYS HOSPITAL,8050 NORTHVIEW STREET,BOISE,,ID,83704,ADA,1080,796243,2023,0,0,0,0,0,0,0,0,0,0,16,0,16,435,1645,4742,5856,0,226.15,0,0,46,206,642,0,0,0,0,0,0,0
134010,AS_SUBMITTED,07/01/2023,06/30/2024,STATE HOSPITAL SOUTH,700 EAST ALICE STREET,BLACKFOOT,400,ID,83221-,BINGHAM,0,791680,2023,0,0,0,0,0,0,0,0,0,0,110,0,110,1728,9189,33469,40260,0,260.93,0,0,42,265,633,0,0,0,0,0,0,0
134017,AS_SUBMITTED,01/01/2023,12/31/2023,COTTONWOOD CREEK BEHAVIORAL HOSPITAL,2131 S. BONITO WAY,MERIDIAN,,ID,83642,ADA,1080,775046,2023,0,0,0,0,0,0,0,0,0,0,92,0,92,1766,15329,30085,33580,0,169,0,0,178,1675,3701,115,0,0,0,0,0,0
140001,AMENDED,07/01/2023,06/30/2024,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT,CANTON,,IL,61520-,FULTON,0,796071,2023,0,0,0,0,108241,0,108241,0,0,0,43,0,43,2654,1179,6768,15738,0,305.6,0,0,605,295,1652,0,0,0,0,0,0,0
140002,AMENDED,01/01/2023,12/31/2023,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,,IL,62002-,MADISON,7040,797859,2023,961384,0,66146,1027530,480109,0,480109,661150,632017,1293167,121,0,121,8401,890,27936,44165,13.14,806.12,0,0,1859,262,7898,262,0,0,0,0,0,0
140007,AS_SUBMITTED,07/01/2023,06/30/2024,PRESENCE ST. JOSEPH MEDICAL CENTER,333 NORTH MADISON STREET,JOLIET,,IL,60435,WILL,1600,794748,2023,207662,0,18300,225962,1120229,0,1120229,194540,66069,260609,425,8,433,21785,3315,71909,158478,4.09,959.98,0,0,3938,656,14124,2858,0,45,0,4,0,802
140008,AS_SUBMITTED,07/01/2023,06/30/2024,GOTTLIEB MEMORIAL HOSPITAL,8700 WEST NORTH AVENUE,MELROSE PARK,,IL,60160,,1600,793628,2023,205130,0,15738,220868,306573,0,306573,88815,31640,120455,135,0,135,8512,660,24512,49410,8.31,705.2,0,0,1591,829,4604,0,0,0,0,40,1,346
140010,AS_SUBMITTED,01/01/2023,12/31/2023,NORTHSHORE UNIVERSITY HEALTHSYSTEM,2650 RIDGE AVENUE,EVANSTON,,IL,60201,COOK,1600,775837,2023,19770184,3885311,1510262,25165757,1514858,297706,1812564,6865843,8095322,14961165,674,10,684,66479,9818,170473,249578,214.45,6542,0,0,14162,1596,35857,2987,0,0,0,0,1353,0
140011,AS_SUBMITTED,04/01/2023,03/31/2024,HERRIN HOSPITAL,201 S. 14TH STREET,HERRIN,,IL,62948,,0,782737,2023,0,0,0,0,282149,0,282149,0,0,0,85,0,85,10271,216,22255,31110,0,743.37,0,0,1940,45,4390,806,0,44,0,5,0,489
140012,AS_SUBMITTED,01/01/2023,12/31/2023,KATHERINE SHAW BETHEA HOSPITAL,403 EAST FIRST STREET,DIXON,,IL,61021,LEE,0,767931,2023,421183,0,39292,460475,204283,0,204283,216512,238928,455440,80,0,80,3177,306,12334,29200,8.37,715.85,0,0,769,95,2707,525,0,0,0,0,0,0
140013,AS_SUBMITTED,01/01/2023,12/31/2023,PROCTOR HOSPITAL,5409 N. KNOXVILLE,PEORIA,,IL,61614,PEORIA,6120,774681,2023,0,0,0,0,0,0,0,0,0,0,72,0,72,4565,128,11649,31630,0,434.71,0,0,1070,26,2765,182,0,0,2,0,189,0
140015,AMENDED,10/01/2022,09/30/2023,BLESSING HOSPITAL,1005 BROADWAY,QUINCY,,IL,62301,ADAMS,0,768779,2023,1156793,0,74953,1231746,1675604,0,1675604,707835,343351,1051186,309,0,309,23065,1153,66344,112785,18.25,2457.02,0,0,4610,725,13515,2201,0,14,0,5,0,287
140018,AS_SUBMITTED,07/01/2023,06/30/2024,MOUNT SINAI HOSPITAL MEDICAL CENTER,15TH STREET & CALIFORNIA AVE,CHICAGO,,IL,60608-,COOK,1600,794749,2023,2297444,0,184869,2482313,1170648,0,1170648,2238769,991470,3230239,236,0,236,4955,6652,50666,86176,103.17,1240,0,0,730,880,8313,3111,638,0,44,0,873,0
140019,SETTLED,07/01/2023,08/17/2023,HSHS GOOD SHEPHERD HOSPITAL,200 SOUTH CEDAR,SHELBYVILLE,,IL,62565-1899,SHELBY,0,770293,2023,0,0,0,0,1589,0,1589,0,0,0,30,0,30,56,1,234,1440,0,8.46,0,0,10,3,45,10,0,0,0,0,0,0
140029,AS_SUBMITTED,07/01/2023,06/30/2024,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,,IL,60504,KANE,1600,793023,2023,1296766,0,69679,1366445,1059339,0,1059339,455419,327472,782891,192,0,192,15379,4652,56986,70272,12,1560.12,0,0,3273,1579,12113,2353,0,0,0,118,0,364
140030,AS_SUBMITTED,01/01/2023,12/31/2023,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,,IL,60123,KANE,1600,776210,2023,0,0,0,0,414612,0,414612,0,0,0,255,0,255,15682,2083,50834,93075,0,1052.57,0,0,3774,558,12044,1437,0,0,0,0,0,0
140032,AS_SUBMITTED,07/01/2023,06/30/2024,ST. ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE,EFFINGHAM,,IL,62401,EFFINGHAM,0,792819,2023,0,0,0,0,150568,0,150568,0,0,0,133,0,133,4550,491,10494,48678,0,355.74,0,0,1368,62,3254,348,0,0,0,0,0,0
140034,AMENDED,01/01/2023,12/31/2023,SSM HEALTH ST. MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,,IL,62801-,MARION,0,782136,2023,0,0,0,0,138365,0,138365,0,0,0,92,0,92,4990,97,8922,33580,0,384.77,0,0,1204,31,2613,454,492,0,57,0,885,0
140043,AS_SUBMITTED,05/01/2023,04/30/2024,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,,IL,61081-1279,WHITESIDE,0,784236,2023,0,0,0,0,250805,0,250805,0,0,0,95,0,95,5427,374,15092,34770,0,1212.7,0,0,1362,86,3824,0,0,0,0,0,0,0
140046,AS_SUBMITTED,01/01/2023,12/31/2023,SSM HEALTH GOOD SAMARITAN HOSPITAL,1 GOOD SAMARITAN WAY,MT. VERNON,,IL,62864,JEFFERSON,0,773699,2023,0,0,0,0,811643,0,811643,0,0,0,111,0,111,12447,1894,29852,40515,0,747.5,0,0,2714,123,11081,1791,0,16,0,2,0,198
140048,AS_SUBMITTED,01/01/2023,12/31/2023,ADVOCATE SOUTHLAND HEALTH NETWORK,2320 E. 93RD ST.,CHICAGO,,IL,60617-,COOK,1600,774388,2023,0,0,0,0,1262116,0,1262116,0,0,0,438,0,438,15254,2168,64368,159870,0,1360.77,0,0,3117,470,13941,0,0,0,0,0,0,0
140049,AS_SUBMITTED,05/01/2023,12/31/2023,WEST SUBURBAN HOSP MED CTR,3 ERIE COURT,OAK PARK,,IL,60302,COOK,1600,776595,2023,641555,0,80070,721625,437753,0,437753,1569238,1019824,2589062,135,0,135,4613,1090,16968,33075,28.62,590.02,0,0,927,359,4126,1367,0,0,0,0,0,0
140052,AS_SUBMITTED,10/01/2022,09/30/2023,OSF SAINT ANTHONYS HEALTH CENTER,1 SAINT ANTHONYS WAY,ALTON,,IL,62002-4568,MADISON,7040,762968,2023,0,0,0,0,211240,0,211240,0,0,0,49,0,49,2710,203,8420,17885,0,365.09,0,0,749,67,2371,490,0,0,0,0,0,0
140053,AS_SUBMITTED,07/01/2023,06/30/2024,ST. JOHNS HOSPITAL,800 EAST CARPENTER,SPRINGFIELD,,IL,62769,SANGAMON,7880,785431,2023,4929940,0,298452,5228392,2988112,0,2988112,2120836,908289,3029125,442,0,442,27713,6772,112373,161772,70.05,1891.81,0,0,4818,639,19762,0,0,0,0,0,0,0
140054,AS_SUBMITTED,07/01/2023,06/30/2024,MACNEAL HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,,IL,60402,,1600,793629,2023,3624983,0,404189,4029172,1033290,0,1033290,5687297,2486878,8174175,247,0,247,8457,2745,41065,90402,96.2,1342.64,0,0,1722,3180,8893,0,0,0,413,75,819,284
140059,AS_SUBMITTED,07/01/2023,06/30/2024,JERSEY COMMUNITY HOSPITAL DIST,400 MAPLE SUMMIT ROAD,JERSEYVILLE,,IL,62052,JERSEY,7040,793222,2023,0,0,0,0,0,0,0,0,0,0,46,0,46,991,42,2005,16836,0,285.31,0,0,319,3,619,47,0,0,0,0,0,0
140062,AS_SUBMITTED,09/01/2023,08/31/2024,PALOS COMMUNITY HOSPITAL,12251 S. 80TH AVENUE,ORLAND PARK,,IL,60462,COOK,1600,797072,2023,0,0,0,0,0,0,0,0,0,0,326,26,352,40806,3049,96100,128832,0,1751.48,0,0,8378,689,20505,1958,209,0,36,0,963,0
140063,AS_SUBMITTED,07/01/2023,06/30/2024,OAK PARK HOSPITAL,520 SOUTH MAPLE,OAK PARK,,IL,60603,COOK,1600,791873,2023,199753,0,26012,225765,418783,0,418783,184687,190410,375097,185,0,185,6894,385,19769,67710,12.99,854.6,0,0,1513,99,4497,717,0,0,0,0,0,0
140064,AMENDED,10/01/2022,09/30/2023,ST. MARY MEDICAL CENTER,3333 N SEMINARY,GALESBURG,,IL,61401,KNOX,0,796532,2023,0,0,0,0,352549,0,352549,0,0,0,81,0,81,5690,597,15782,29565,0,469.92,0,0,1416,77,3451,668,0,0,0,0,0,0
140065,AS_SUBMITTED,01/01/2023,12/31/2023,ADVENTIST LAGRANGE MEMORIAL HOSPITAL,5101 S. WILLOW SPRINGS ROAD,LAGRANGE,,IL,60525,COOK,1600,776708,2023,2138180,0,151207,2289387,0,0,0,1673721,1013425,2687146,159,0,159,14502,643,32845,58035,18.39,713.64,0,0,2841,94,6898,677,0,19,0,7,0,463
140067,AS_SUBMITTED,10/01/2022,09/30/2023,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVENUE,PEORIA,,IL,61637,PEORIA,6120,767932,2023,13728148,0,804969,14533117,4798169,0,4798169,7040930,2691142,9732072,642,0,642,47111,11993,181059,234330,265.27,4615.3,0,0,8119,1025,28103,6534,0,0,0,0,0,0
140068,AS_SUBMITTED,04/01/2023,03/31/2024,ROSELAND COMMUNITY HOSPITAL,45 W. 111TH STREET,CHICAGO,,IL,60628-,COOK,1600,782301,2023,0,0,0,0,373260,0,373260,0,0,0,134,0,134,3091,1653,18295,49044,0,481.16,0,0,364,262,2819,1448,0,0,0,0,0,0
140077,AS_SUBMITTED,01/01/2023,12/31/2023,TOUCHETTE REGIONAL HOSPITAL,5900 BOND STREET,CENTREVILLE,,IL,62207,ST. CLAIR,7040,776413,2023,0,0,0,0,95569,0,95569,0,0,0,127,0,127,321,212,4767,46355,0,297.9,0,0,81,48,1221,0,0,0,39,0,198,0
140080,AS_SUBMITTED,07/01/2023,06/30/2024,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVENUE,EVANSTON,,IL,60202,COOK,1600,794880,2023,5559276,0,496551,6055827,969004,0,969004,3532657,2189858,5722515,146,0,146,8713,2829,30099,53436,77.69,605.22,0,0,1715,367,5832,1171,0,0,0,0,0,0
140082,AS_SUBMITTED,06/01/2023,12/31/2023,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 NORTH MARINE DRIVE,CHICAGO,,IL,60640,COOK,1600,777189,2023,1923210,0,260025,2183235,433970,0,433970,3364000,1602992,4966992,119,0,119,3237,634,10788,25894,70.52,423.97,0,0,610,301,3804,950,17,11,4,1,185,165
140083,AS_SUBMITTED,07/01/2023,06/30/2024,LORETTO HOSPITAL,645 SOUTH CENTRAL AVENUE,CHICAGO,,IL,60646,COOK,1600,792585,2023,42857,0,4738,47595,339868,0,339868,94778,15308,110086,122,0,122,2508,1615,16119,44652,3.68,425.78,0,0,273,307,2547,1492,0,0,0,0,0,0
140084,AMENDED,12/01/2022,11/30/2023,VISTA MEDICAL CENTER - EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,,IL,60085-,LAKE,1600,785781,2023,0,0,0,0,746518,0,746518,0,0,0,190,0,190,7594,0,30053,69350,0,613.13,0,0,1486,0,7101,2385,0,0,0,0,0,0
140088,AS_SUBMITTED,07/01/2023,06/30/2024,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND AVENUE,CHICAGO,,IL,60637,COOK,1600,785535,2023,47257067,0,3187908,50444975,9243763,0,9243763,12792687,11276791,24069478,737,9,746,44511,14037,232473,283410,716.97,9615.8,0,0,7035,2084,30668,14715,0,0,0,0,0,0
140089,AS_SUBMITTED,07/01/2023,06/30/2024,MCDONOUGH DISTRICT HOSPITAL,525 E GRANT ST,MACOMB,,IL,61455-,MC DONOUGH,0,792269,2023,0,0,0,0,86768,0,86768,0,0,0,45,3,48,1162,346,3439,17568,0,411.98,0,0,356,24,1035,197,0,0,0,0,0,0
140091,AS_SUBMITTED,01/01/2023,12/31/2023,CARLE FOUNDATION HOSPITAL,611 W. PARK STREET,URBANA,,IL,61801-2595,CHAMPAIGN,1400,776414,2023,3284190,735675,264606,4284471,2008422,449896,2458318,2184945,1401247,3586192,469,12,481,30112,8466,132974,174881,112.44,3497.99,0,0,5870,7319,28711,0,0,0,0,61,0,309
140093,AS_SUBMITTED,10/01/2022,09/30/2023,OSF SACRED HEART MEDICAL CENTER,812 NORTH LOGAN AVENUE,DANVILLE,,IL,61832-3752,VERMILION,0,766286,2023,0,0,0,0,168221,0,168221,0,0,0,100,7,107,3843,164,11162,34193,0,369.58,0,0,965,56,2816,485,0,0,0,0,0,0
140095,AS_SUBMITTED,07/01/2023,06/30/2024,SAINT ANTHONY HOSPITAL,2875 W. 19TH STREET,CHICAGO,,IL,60623,COOK,1600,793424,2023,40888,0,4321,45209,245903,0,245903,80471,23973,104444,109,0,109,1260,2053,15800,39894,4.32,750.49,0,0,261,308,3678,1728,0,0,155,0,1759,0
140100,AS_SUBMITTED,10/01/2022,09/30/2023,MIDWESTERN REGIONAL MEDICAL CENTER,2501 EMMAUS AVENUE,ZION,,IL,60099,LAKE,1600,764703,2023,0,0,0,0,0,0,0,0,0,0,73,0,73,759,81,3380,26645,0,521.51,0,0,147,23,639,0,0,0,0,0,0,0
140101,AS_SUBMITTED,01/01/2023,12/31/2023,MORRIS HOSPITAL,150 WEST HIGH STREET,MORRIS,,IL,60450,GRUNDY,1600,775846,2023,0,0,0,0,142878,0,142878,0,0,0,89,0,89,6197,598,14162,32485,0,1182.33,0,0,1489,27,2635,286,0,0,0,0,0,0
140103,AS_SUBMITTED,01/01/2023,12/31/2023,ST. BERNARD HOSPITAL,326 W 64TH STREET,CHICAGO,,IL,60621,COOK,1600,777055,2023,50230,0,5918,56148,375926,0,375926,100522,33401,133923,114,0,114,2461,563,13263,41610,3.92,574.06,0,0,323,79,2133,1021,1173,0,74,0,1497,0
140110,AS_SUBMITTED,10/01/2022,09/30/2023,OTTAWA REGIONAL HOSPITAL & HEALTHCAR,1100 EAST NORRIS DRIVE,OTTAWA,,IL,61350,LA SALLE,0,764169,2023,0,0,0,0,642147,0,642147,0,0,0,89,0,89,4634,1071,15696,32485,0,561.08,0,0,1231,136,3828,986,0,0,0,0,0,0
140113,AS_SUBMITTED,10/01/2022,09/30/2023,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK STREET,URBANA,,IL,61801,CHAMPAIGN,1400,765891,2023,151563,0,17846,169409,444214,0,444214,152816,54003,206819,97,6,103,3831,856,15813,37595,2.64,421.33,0,0,809,135,3216,647,0,28,0,9,0,244
140114,AS_SUBMITTED,01/01/2023,12/31/2023,SWEDISH COVENANT HEALTH,5145 NORTH CALIFORNIA AVENUE,CHICAGO,,IL,60625,COOK,1600,768780,2023,2931916,0,221490,3153406,1209463,0,1209463,1633846,1581551,3215397,172,25,197,9311,3338,42092,71905,64.18,1554.53,0,0,1913,384,8450,1823,0,71,0,25,787,505
140115,AS_SUBMITTED,07/01/2023,06/30/2024,THOREK MEMORIAL HOSPITAL,850 WEST IRVING PARK ROAD,CHICAGO,,IL,60613,COOK,1600,794357,2023,0,0,0,0,659833,0,659833,0,0,0,156,0,156,3488,880,17474,56940,0,275.56,0,0,640,200,3472,1554,0,0,0,0,0,0
140116,AS_SUBMITTED,09/01/2023,08/31/2024,NORTHERN ILLINOIS MEDICAL CENTER,4201 MEDICAL CENTER DRIVE,MCHENRY,,IL,60050-,MC HENRY,1600,797073,2023,5809407,0,287556,6096963,782407,0,782407,2073959,1235549,3309508,293,20,313,33228,4437,92346,115107,38.1,2245.54,0,0,7399,828,20473,2040,0,23,0,14,0,529
140117,AS_SUBMITTED,07/01/2023,06/30/2024,PRESENCE RESURRECTION MEDICAL CENTER,7435 WEST TALCOTT,CHICAGO,,IL,60631,COOK,1600,794881,2023,7536908,0,509248,8046156,599883,0,599883,4379165,1141719,5520884,221,17,238,21997,2909,58642,87108,65.8,1016.56,0,0,4023,338,11682,1561,0,27,0,8,0,487
140119,AS_SUBMITTED,07/01/2023,06/30/2024,RUSH UNIVERSITY MEDICAL CENTER,1653 W. CONGRESS PARKWAY,CHICAGO,,IL,60612,COOK,1600,792823,2023,50085774,0,4102419,54188193,6076159,0,6076159,13057240,11606798,24664038,608,10,618,37418,25853,159971,221951,634.92,9415.82,0,0,6643,4128,27678,4631,0,119,25,40,757,652
140120,AS_SUBMITTED,01/01/2023,12/31/2023,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,,IL,61554,TAZEWELL,6120,774848,2023,0,0,0,0,0,0,0,0,0,0,39,0,39,2574,153,7255,14235,0,257.97,0,0,654,36,1826,181,0,0,0,0,0,0
140122,AS_SUBMITTED,01/01/2023,12/31/2023,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK STREET,HINSDALE,,IL,60521-,DUPAGE,1600,776709,2023,1765304,0,159715,1925019,414272,0,414272,1164579,668007,1832586,244,10,254,12484,1587,43781,92710,27.68,1231.33,0,0,2470,270,9313,1226,0,0,28,0,630,0
140124,AS_SUBMITTED,12/01/2022,11/30/2023,JOHN H. STROGER JR. HOSP OF COOK CTY,1901 WEST HARRISON STREET,CHICAGO,,IL,60612-3714,COOK,1600,769484,2023,6549091,0,885796,7434887,1291086,0,1291086,3089410,2431357,5520767,429,9,438,8810,9510,94611,159870,423.35,4024.8,0,0,1205,1574,15873,4695,0,0,0,0,0,0
140125,AS_SUBMITTED,03/01/2023,12/31/2023,GATEWAY REGIONAL,2100 MADISON AVE,GRANITE CITY,,IL,62040,MADISON,7040,781598,2023,0,0,0,0,277359,0,277359,0,0,0,288,0,288,1531,556,13226,88128,0,371.55,0,0,342,125,3558,1308,0,0,0,0,431,0
140125,AS_SUBMITTED,01/01/2023,02/28/2023,GATEWAY REGIONAL,2100 MADISON AVE,GRANITE CITY,,IL,62040,MADISON,7040,750440,2023,0,0,0,0,80336,0,80336,0,0,0,288,0,288,300,20,2653,16992,0,381.06,0,0,66,4,696,348,0,0,28,0,87,0
140127,AS_SUBMITTED,01/01/2023,12/31/2023,CARLE  BROMENN MEDICAL CENTER,1304 VIRGINIA,NORMAL,,IL,61761-,MCLEAN,1040,776710,2023,481363,0,42399,523762,654896,0,654896,343073,209619,552692,206,0,206,9111,2117,36451,75190,8.91,1030.38,0,0,2023,234,7972,1535,0,16,0,4,0,251
140130,AS_SUBMITTED,09/01/2023,08/31/2024,NORTHWESTERN LAKE FOREST HOSPITAL,1000 WESTMORELAND ROAD,LAKE FOREST,,IL,60045,LAKE,1600,797361,2023,4153241,0,162271,4315512,484995,0,484995,706890,909561,1616451,126,8,134,16918,2476,48989,49044,24.15,1521,0,0,3753,655,13281,1538,0,0,0,0,0,0
140133,AS_SUBMITTED,07/01/2023,06/30/2024,HOLY CROSS HOSPITAL,2701 WEST 68TH STREET,CHICAGO,,IL,60629,COOK,1600,793425,2023,96361,0,9203,105564,498765,0,498765,91438,32435,123873,153,0,153,3399,1162,22989,55998,5.21,417.85,0,0,609,255,4114,1640,0,0,0,0,0,0
140135,AS_SUBMITTED,10/01/2022,09/30/2023,DECATUR MEMORIAL HOSPITAL,2300 N. EDWARD ST.,DECATUR,,IL,62526,MACON,2040,765325,2023,777382,0,77369,854751,623216,0,623216,455966,471914,927880,178,0,178,13234,698,32821,64970,14.5,1614.89,0,0,2505,270,6507,1689,0,0,0,0,0,0
140137,AS_SUBMITTED,07/01/2023,06/30/2024,GREENVILLE REGIONAL HOSPITAL,200 HEALTHCARE DRIVE,GREENVILLE,,IL,62246-1156,BOND,0,792597,2023,0,0,0,0,11463,0,11463,0,0,0,28,0,28,848,3,1606,10248,0,76.39,0,0,136,2,352,23,0,0,0,0,0,0
140143,AS_SUBMITTED,10/01/2022,08/10/2023,ST. MARGARETS HEALTH - SPRING VALLEY,600 EAST FIRST ST,SPRING VALLEY,,IL,61362,BUREAU,0,794750,2023,0,0,0,0,0,0,0,0,0,0,44,0,44,2193,365,3870,13816,0,402.42,0,0,498,73,924,0,0,0,0,0,0,0
140145,AS_SUBMITTED,07/01/2023,06/30/2024,ST. JOSEPHS HOSPITAL,9515 HOLY CROSS LANE,BREESE,,IL,62230,CLINTON,7040,792278,2023,0,0,0,0,67739,0,67739,0,0,0,46,0,46,1610,244,5610,16836,0,183.63,0,0,379,46,1893,246,0,0,0,0,0,0
140147,AS_SUBMITTED,01/01/2023,12/31/2023,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,,IL,62450-2958,RICHLAND,0,775847,2023,0,0,0,0,108949,0,108949,0,0,0,47,0,47,2896,592,5357,17155,0,316.85,0,0,591,1,1282,1,0,0,0,0,0,0
140148,AS_SUBMITTED,10/01/2022,09/30/2023,SPRINGFIELD MEMORIAL HOSPITAL,701 NORTH FIRST STREET,SPRINGFIELD,,IL,62781,SANGAMON,7880,765326,2023,8208505,0,518377,8726882,1256938,0,1256938,4352440,2043795,6396235,407,0,407,34101,3121,110711,148494,221.72,3184.8,0,0,5596,617,18966,3560,391,82,65,23,1017,475
140150,AS_SUBMITTED,07/01/2023,06/30/2024,BOARD OF TRUSTEES OF THE UNIVERSITY,1740 W TAYLOR ST,CHICAGO,,IL,60612,COOK,1600,793025,2023,18597888,0,1399506,19997394,3777861,0,3777861,11200983,4944485,16145468,401,8,409,16112,8247,109923,146766,483.27,4714.25,0,0,2319,1222,18505,8798,0,0,0,0,532,0
140155,AS_SUBMITTED,07/01/2023,06/30/2024,PRESENCE ST. MARYS HOSPITAL,500 WEST COURT STREET,KANKAKEE,,IL,60901,KANKAKEE,3740,794593,2023,0,0,0,0,616460,0,616460,0,0,0,169,0,169,5713,1254,18787,61854,0,412.54,0,0,1341,209,4813,1017,0,0,0,0,0,0
140158,AS_SUBMITTED,01/01/2023,12/31/2023,INSIGHTS HOSPITAL AND MEDICAL CENTER,2525 SOUTH MICHIGAN AVENUE,CHICAGO,,IL,60616-2477,COOK,1600,776880,2023,0,0,1528,1528,194227,0,194227,174880,47073,221953,52,0,52,3597,540,10697,18980,15.51,488.61,0,0,592,108,2495,778,0,0,39,0,746,0
140160,AS_SUBMITTED,01/01/2023,12/31/2023,FHN MEMORIAL HOSPITAL,1405 WEST STEPHENSON STREET,FREEPORT,,IL,64032,STEPHENSON,,774389,2023,0,0,0,0,128948,0,128948,0,0,0,100,0,100,4077,2331,14163,36500,0,557.38,0,0,920,562,3183,0,0,0,0,0,0,0
140161,AS_SUBMITTED,10/01/2022,09/30/2023,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,,IL,61764,LIVINGSTON,0,766870,2023,0,0,0,0,70549,0,70549,0,0,0,42,0,42,1999,189,4676,15452,0,225.09,0,0,574,40,1293,160,0,0,0,0,0,0
140162,AS_SUBMITTED,10/01/2022,09/30/2023,ST. JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,,IL,61701,MCLEAN,1040,767933,2023,191186,0,10890,202076,204817,0,204817,90481,36543,127024,124,14,138,11508,873,32642,50370,1.92,843.31,0,0,2256,153,6706,770,0,0,0,0,0,0
140164,AS_SUBMITTED,04/01/2023,03/31/2024,MEMORIAL HOSPITAL OF CARBONDALE,405 W. JACKSON ST.,CARBONDALE,,IL,62902,,0,782741,2023,748406,0,69937,818343,1330794,0,1330794,557382,494266,1051648,175,9,184,12201,1430,39167,67344,11.12,1097.81,0,0,2417,275,9105,2813,0,0,0,0,0,0
